Test#,Success?,Fuel
189,True,80.19999999999972
190,True,85.39999999999979
191,True,84.79999999999978
192,True,84.39999999999978
193,True,83.99999999999977
194,True,84.59999999999978
195,True,81.59999999999974
196,True,85.19999999999979
197,True,84.39999999999978
198,True,83.19999999999976
199,True,84.79999999999978
200,True,83.99999999999977
201,True,84.99999999999979
202,True,83.59999999999977
203,True,84.99999999999979
204,True,84.39999999999978
205,True,81.39999999999974
206,True,83.79999999999977
207,True,82.59999999999975
208,True,84.99999999999979
209,True,81.99999999999974
210,True,82.19999999999975
211,True,83.19999999999976
212,True,83.79999999999977
213,True,84.79999999999978
214,True,83.99999999999977
215,True,85.5999999999998
216,True,83.19999999999976
217,True,83.39999999999976
218,True,84.19999999999978
219,True,83.79999999999977
220,True,80.59999999999972
221,True,83.39999999999976
222,True,83.19999999999976
223,True,79.79999999999971
224,True,82.19999999999975
225,True,80.79999999999973
226,True,84.79999999999978
227,True,84.99999999999979
228,True,81.99999999999974
229,True,83.99999999999977
230,True,80.99999999999973
231,True,83.59999999999977
232,True,83.59999999999977
233,True,82.99999999999976
234,True,83.19999999999976
235,True,82.79999999999976
236,True,85.19999999999979
237,True,83.79999999999977
238,True,79.79999999999971
239,True,84.99999999999979
240,True,80.99999999999973
241,True,81.99999999999974
242,True,84.19999999999978
243,True,81.99999999999974
244,True,82.59999999999975
245,True,81.79999999999974
246,True,82.19999999999975
247,True,84.19999999999978
248,True,84.79999999999978
249,True,82.99999999999976
250,True,79.99999999999972
251,True,84.39999999999978
252,True,84.59999999999978
253,True,83.19999999999976
