Test#,Success?,Fuel
1,True,82.99999999999976
2,True,82.99999999999976
3,True,85.19999999999979
4,True,83.59999999999977
5,True,84.39999999999978
6,True,82.99999999999976
7,True,84.99999999999979
8,True,85.19999999999979
9,True,83.59999999999977
10,True,84.39999999999978
11,True,84.99999999999979
12,True,82.99999999999976
13,True,84.19999999999978
14,True,83.39999999999976
15,True,84.39999999999978
16,True,83.99999999999977
17,True,79.79999999999971
18,True,81.99999999999974
19,True,83.59999999999977
20,True,84.79999999999978
21,True,82.99999999999976
22,True,83.39999999999976
23,True,83.79999999999977
24,True,80.99999999999973
25,True,83.99999999999977
26,True,83.99999999999977
27,True,81.19999999999973
28,True,84.79999999999978
29,True,82.39999999999975
30,True,83.79999999999977
31,True,81.39999999999974
32,True,83.99999999999977
33,True,84.79999999999978
34,True,84.39999999999978
35,True,82.19999999999975
36,True,85.5999999999998
37,True,81.39999999999974
38,True,82.59999999999975
39,True,81.99999999999974
40,True,80.79999999999973
41,True,83.19999999999976
42,True,85.9999999999998
43,True,85.19999999999979
44,True,80.59999999999972
45,True,81.99999999999974
46,True,84.99999999999979
47,True,84.39999999999978
48,True,82.39999999999975
49,True,82.19999999999975
50,True,80.59999999999972
51,True,82.99999999999976
52,True,80.59999999999972
53,True,82.59999999999975
54,True,81.79999999999974
55,True,82.39999999999975
56,True,81.19999999999973
57,True,81.59999999999974
58,True,80.99999999999973
59,True,83.19999999999976
60,True,83.19999999999976
61,True,82.79999999999976
62,True,82.39999999999975
63,True,82.79999999999976
64,True,84.79999999999978
65,True,82.59999999999975
66,True,84.79999999999978
67,True,83.99999999999977
68,True,83.99999999999977
69,True,83.39999999999976
70,True,84.19999999999978
71,True,84.19999999999978
72,True,80.99999999999973
73,True,83.79999999999977
74,True,82.59999999999975
75,True,82.99999999999976
76,True,80.99999999999973
77,True,80.19999999999972
78,True,80.39999999999972
79,True,83.99999999999977
80,True,85.9999999999998
81,True,83.19999999999976
82,True,84.39999999999978
83,True,83.99999999999977
84,True,80.19999999999972
85,True,84.99999999999979
86,True,80.59999999999972
87,True,81.79999999999974
88,True,84.39999999999978
89,True,84.19999999999978
90,True,81.19999999999973
91,True,82.59999999999975
92,True,84.59999999999978
93,True,84.19999999999978
94,True,79.39999999999971
95,True,82.79999999999976
96,True,80.39999999999972
97,True,84.39999999999978
98,True,83.39999999999976
99,True,83.59999999999977
100,True,85.19999999999979
101,True,83.79999999999977
102,True,82.19999999999975
103,True,82.99999999999976
104,True,81.39999999999974
105,True,84.79999999999978
106,True,82.59999999999975
107,True,83.59999999999977
108,True,83.19999999999976
109,True,82.39999999999975
110,True,83.79999999999977
111,True,83.19999999999976
112,True,84.39999999999978
113,True,83.79999999999977
114,True,83.19999999999976
115,True,83.39999999999976
116,True,82.19999999999975
117,True,80.19999999999972
118,True,84.19999999999978
119,True,82.39999999999975
120,True,81.99999999999974
121,True,82.79999999999976
122,True,85.39999999999979
123,True,83.59999999999977
124,True,82.59999999999975
125,True,84.39999999999978
126,True,84.59999999999978
127,True,83.19999999999976
128,True,85.39999999999979
129,True,83.19999999999976
130,True,83.99999999999977
131,True,80.99999999999973
132,True,83.19999999999976
133,True,83.39999999999976
134,True,82.79999999999976
135,True,82.39999999999975
136,True,84.59999999999978
137,True,84.19999999999978
138,True,83.19999999999976
139,True,84.39999999999978
140,True,84.59999999999978
141,True,83.19999999999976
142,True,84.19999999999978
143,True,83.99999999999977
144,True,83.79999999999977
145,True,80.99999999999973
146,True,84.59999999999978
147,True,81.99999999999974
148,True,80.59999999999972
149,True,81.99999999999974
150,True,83.59999999999977
151,True,84.99999999999979
152,True,83.59999999999977
153,True,83.59999999999977
154,True,81.39999999999974
155,True,84.59999999999978
156,True,83.59999999999977
157,True,81.99999999999974
158,True,85.39999999999979
159,True,84.99999999999979
160,True,84.39999999999978
161,True,82.39999999999975
162,True,82.19999999999975
163,True,85.19999999999979
164,True,82.99999999999976
165,True,81.79999999999974
166,True,83.59999999999977
167,True,83.59999999999977
168,True,81.99999999999974
169,True,81.79999999999974
170,True,82.79999999999976
171,True,82.79999999999976
172,True,83.19999999999976
173,True,85.5999999999998
174,True,84.59999999999978
175,True,84.39999999999978
176,True,83.99999999999977
177,True,84.99999999999979
178,True,81.59999999999974
179,True,81.99999999999974
180,True,81.19999999999973
181,True,84.39999999999978
182,True,81.79999999999974
183,True,81.99999999999974
184,True,80.19999999999972
185,True,83.39999999999976
186,True,84.19999999999978
187,True,82.59999999999975
188,True,82.39999999999975
